label,message,cleaned,prediction
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,friend help us problem give stupid suggest land us anoth problem help us forgt previous problem,0
ham,Why nothing. Ok anyway give me treat,noth ok anyway give treat,0
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup come back sun finish dinner go back hotel time fli tog exact mth today hope haf mani mths come,0
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st,0
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name rpl stop cnl,1
ham,Er mw im filled tuth is aight,er mw im fill tuth aight,0
ham,No messages on her phone. I'm holding it now,messag phone hold,0
ham,Am okay. Will soon be over. All the best,okay soon best,0
ham,No dear i do have free messages without any recharge. Hi hi hi,dear free messag without recharg hi hi hi,0
ham,He is there. You call and meet him,call meet,0
ham,Dont let studying stress you out. L8r.,dont let studi stress l r,0
ham,ÌÏ called dad oredi...,call dad oredi,0
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat baig face watch realli like e watch u gave cos fr u thanx everyth dat u done today touch,0
ham,Me i'm not workin. Once i get job...,workin get job,0
ham,I guess it is useless calling u 4 something important.,guess useless call u someth import,0
ham,This phone has the weirdest auto correct.,phone weirdest auto correct,0
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,got c lazi type forgot lect saw pouch like v nice,0
ham,What Today-sunday..sunday is holiday..so no work..,today sunday sunday holiday work,0
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",none nowher ikno doesdiscount shitinnit,0
ham,"Sorry, got a late start, we're on the way",sorri got late start way,0
ham,O shore are you takin the bus,shore takin bus,0
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week,0
ham,;-) ok. I feel like john lennon.,ok feel like john lennon,0
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,escap theatr go watch kavalan minut,0
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call number avail appoint ask connect call wahe fathima,1
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,love one law make happi person love way friendship one law never make ur friend feel alon aliv gud night,0
ham,"Cool, text me when you're parked",cool text park,0
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sms servic inclus text credit pls goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae,1
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award prize guarante call land line claim valid hrs ppm,1
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend p tone repli hl info,1
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt,0
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),like tell deepest darkest fantasi call p min stop text call nat rate,1
ham,LMAO where's your fish memory when I need it?,lmao fish memori need,0
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need th campus atm could pick hour two,0
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope go home go pump petrol lor like go rain soon,0
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur st rington free repli msg tone gr top tone phone everi week per wk opt send stop,1
ham,You have got tallent but you are wasting.,got tallent wast,0
ham,Ok can...,ok,0
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,0
ham,Ok...,ok,0
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away hous drive right sinc armenia end swann take howard,0
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",hope alright babe worri might felt bit despar learn job fake wait come back love,0
ham,Discussed with your mother ah?,discuss mother ah,0
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist theme mu,0
ham,Or I guess  &lt;#&gt;  min,guess lt gt min,0
ham,Okie...,oki,0
ham,Sen told that he is going to join his uncle finance in cbe,sen told go join uncl financ cbe,0
ham,"St andre, virgil's cream",st andr virgil cream,0
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,ya take ure practic lesson start june,0
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,privat account statement show un redeem point call identifi code expir,1
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love cover face kiss,0
ham,Yep then is fine 7.30 or 8.30 for ice age.,yep fine ice age,0
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hang thread caus u buy stuff,0
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,forget own privat properti good boy alway passion kiss,0
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fanci flirt repli date join uk fastest grow mobil date servic msgs rcvd p optout txt stop repli date,1
ham,Please attend the phone:),pleas attend phone,0
ham,You call him and tell now infront of them. Call him now.,call tell infront call,1
ham,Boo what time u get out? U were supposed to take me shopping today. :(,boo time u get u suppos take shop today,0
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",found diff farm shop buy chees way back call,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,0
ham,I need details about that online job.,need detail onlin job,0
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",doesnt make sens take unless free need know wikipedia com,0
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refus loan secur unsecur get credit call free text back help,1
ham,So no messages. Had food?,messag food,0
ham,"Customer place, i wil cal u sir.",custom place wil cal u sir,0
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae cs box cw wx ppm,1
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,repli name address receiv post week complet free accommod various global locat www phb com ph p,1
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",well gonna finish bath good fine night,0
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,0
spam,You have 1 new message. Please call 08715205273,new messag pleas call,1
ham,I am not having her number sir,number sir,0
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg,1
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai download exe file run exe instal,0
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good,0
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day,0
ham,Did you see that film:),see film,0
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok wont call disturb one know avoid burden,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yrs,1
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actual wait week start put ad,0
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request mell mell oru minnaminungint nurungu vettam set callertun caller press copi friend callertun,0
ham,Dunno lei he neva say...,dunno lei neva say,0
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wanna laugh tri chit chat mobil logon txting word chat send cm po box london w zf p msg rcvd,1
ham,Good night. Am going to sleep.,good night go sleep,0
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,0
ham,Ok. Me watching tv too.,ok watch tv,0
ham,at bruce b downs &amp; fletcher now,bruce b down amp fletcher,0
ham,"Thanks, I'll keep that in mind",thank keep mind,0
ham,Nope watching tv at home... Not going out. V bored...,nope watch tv home go v bore,0
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,yes pleas leav lt gt lt gt leav,0
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,tonight mate catch sleep new number way,0
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,yet like keep touch easiest way barcelona way ru hous,0
ham,Its good to hear from you,good hear,0
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,xmas iscom ur award either cd gift voucher free entri r week draw txt music tnc www ldew com win ppmx age subscript,1
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm go wear sport shoe anyway go late leh,0
ham,"Princess, is your kitty shaved or natural?",princess kitti shave natur,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award cd voucher gift guarante free entri wkli draw txt music tncs www ldew com win ppmx age,1
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,u love someon dont make love u much u love much dont want love anyon except gud nit,0
ham,Moji just informed me that you saved our lives. Thanks.,moji inform save live thank,0
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email call,0
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,marvel mobil play offici ultim spider man game ur mobil right text spider game send u free ball wallpap,1
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikatur kolathupalayam unjalur post erod dis lt gt,0
ham,Is that on the telly? No its Brdget Jones!,telli brdget jone,0
ham,Yeah it's jus rite...,yeah jus rite,0
ham,Do you work all this week ?,work week,0
ham,"Sorry, I'll call later",sorri call later,0
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",ey calm downon theacus itxt u cos iwana know wotu r doin thew end haventcn u age ring ur neth sat love j xxx,0
ham,ÌÏ give me some time to walk there.,give time walk,0
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mysteri solv open email sent anoth batch sweeti,0
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,mobi pub quiz win high street prize u know new duchess cornwal txt first name unsub stop sp,1
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madam regret disturb might receiv refer check dlf premarica kind inform rgds rakhesh kerala,0
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,fine difficulti phone work mine pls send anoth friend request,0
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx,0
ham,Do you know when dad will be back?,know dad back,0
ham,:-( that's not v romantic!,v romant,0
ham,Dear where you. Call me,dear call,0
ham,Yes :)it completely in out of form:)clark also utter waste.,yes complet form clark also utter wast,0
ham,Are you still playing with gautham?,still play gautham,0
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow love sooo much know bare stand wonder day goe well love think miss,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobil number award bonus caller prize call land line valid hrs,1
ham,S'fine. Anytime. All the best with it.,fine anytim best,0
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,0
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dream star make music sms give warm peac sleep good night,0
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,serious tell exact word right,0
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b,0
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actual guy meet sunoco howard right way,0
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera award sipix digit camera call fromm landlin deliveri within day,1
ham,Watching tv lor. Nice one then i like lor.,watch tv lor nice one like lor,0
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell half hr b u come need prepar,0
ham,Huh i cant thk of more oredi how many pages do we have?,huh cant thk oredi mani page,0
ham,"Sir, Waiting for your mail.",sir wait mail,0
ham,How much did ur hdd casing cost.,much ur hdd case cost,0
ham,I think i've fixed it can you send a test message?,think fix send test messag,0
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvik invit friend repli yes see www sms ac u goldvik stop send stop frnd,1
ham,Y bishan lei... I tot Ì_ say lavender? ,bishan lei tot say lavend,0
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,win shop spree everi week start play text store skilgm tscs winawk age perweeksub,1
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf,1
ham,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu,0
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,0
ham,Oh yeah! And my diet just flew out the window,oh yeah diet flew window,0
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelv aah speak tomo,0
ham,"Call me, i am senthil from hsbc.",call senthil hsbc,1
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,great role model give much realli wish day miracl god reason everyth must say wish knew dont look sinc young still great day,0
ham,I am going to sleep. I am tired of travel.,go sleep tire travel,0
ham,O ic lol. Should play 9 doors sometime yo,ic lol play door sometim yo,0
ham,Got smaller capacity one? Quite ex...,got smaller capac one quit ex,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm mani unfortun pic obvious arent hot cake kinda fun tho,0
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,hope result consist intellig kind start ask practicum link keep ear open best ttyl,0
ham,U sick still can go shopping?,u sick still go shop,0
ham,You dont know you jabo me abi.,dont know jabo abi,0
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,th gower mate r u man good wale ill b back morrow c u wk msg random,0
ham,"That's cool, I'll come by like  &lt;#&gt; ish",cool come like lt gt ish,0
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give someth drink take vomit temp might drop unmit howev let know,0
ham,Me fine..absolutly fine,fine absolut fine,0
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honest made love cup tea prompt drop key burnt finger get,0
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz littl buddi c ya moro need bloke,0
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason team budget avail last buy unsold player base rate,0
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",know thing wrong everyso often panick start goin bout bein good enough,0
ham,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwel amp take care,0
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find one lor thk student havent ask yet tell u aft ask,0
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc get weasel way shit twice row,0
ham,Take some small dose tablet for fever,take small dose tablet fever,0
ham,Cant think of anyone with * spare room off * top of my head,cant think anyon spare room top head,0
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",winner guarante caller prize final attempt contact claim call ppmpobox bhamb xe,1
ham,At home also.,home also,0
ham,You do got a shitload of diamonds though,got shitload diamond though,0
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes think offic lap room think that last day didnt shut,0
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx today cer nice catch ave find time often oh well take care c u soon c,0
ham,Tmrw. Im finishing 9 doors,tmrw im finish door,0
ham,Thank you. do you generally date the brothas?,thank general date brotha,0
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",that bit weird even suppos happen good idea sure pub,0
ham,Hui xin is in da lib.,hui xin da lib,0
ham,\Hey sorry I didntgive ya a a bellearlier hunny,hey sorri didntgiv ya bellearli hunni,0
ham,"&lt;#&gt; , that's all? Guess that's easy enough",lt gt guess easi enough,0
ham,Whatsup there. Dont u want to sleep,whatsup dont u want sleep,0
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get getha,0
ham,"fyi I'm at usf now, swing by the room whenever",fyi usf swing room whenev,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,privat account statement show un redeem point call identifi code expir,1
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still pass last night get ahold anybodi let know throw,0
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlo friend alreadi ask work weekend,0
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",good need receipt well done yes pleas tell number could ring,0
ham,Should i send you naughty pix? :),send naughti pix,0
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,privat account statement fone show un redeem point call identifi code expir,1
ham,I will reach before ten morning,reach ten morn,0
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",custom servic announc recent tri make deliveri unabl pleas call schedul ref,1
ham,No:-)i got rumour that you going to buy apartment in chennai:-),got rumour go buy apart chennai,0
ham,when you and derek done with class?,derek done class,0
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,got lousi sleep kept wake everi hour see cat want come worri cold,0
ham,Yo theres no class tmrw right?,yo there class tmrw right,0
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,deep sigh miss realli surpris gone net cafe yet get miss,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good see word ym get tm smart move slave smile drink coffe await,0
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,hey sat go intro pilat kickbox,0
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorn today late lt decim gt min,0
ham,Hmmm.still we dont have opener?,hmmm still dont open,0
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd call optout qf,1
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",valu custom pleas advis follow recent review mob award bonus prize call,1
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,unfortun found pick sister airport even think go tri go one th,0
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,okay chase dream good next,0
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed toward gal wn hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instant girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgs gud ni,0
ham,How much would it cost to hire a hitman,much would cost hire hitman,0
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,0
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come,0
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym,0
ham,Jordan got voted out last nite!,jordan got vote last nite,0
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pls pls,0
ham,I'm job profile seems like bpo..,job profil seem like bpo,0
ham,I'm home. Ard wat time will u reach?,home ard wat time u reach,0
ham,That means get the door,mean get door,0
ham,All e best 4 ur exam later.,e best ur exam later,0
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",tkts euro cup final cash collect call b pobox ppm,1
ham,I can't make it tonight,make tonight,0
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk,1
ham,Ma head dey swell oh. Thanks for making my day,head dey swell oh thank make day,0
spam,FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xmas tone repli real,1
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul fire spark flame big rawr flame xoxo,0
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx,1
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,prashanthettan mother pass away last night pray famili,0
ham,"Night night, see you tomorrow",night night see tomorrow,0
ham,Ok,ok,0
ham,In the end she might still vomit but its okay. Not everything will come out.,end might still vomit okay everyth come,0
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,u ask darren go n pick u lor oso sian tmr haf meet lect,0
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tire come tomorro,0
ham,We got a divorce. Lol. She.s here,got divorc lol,0
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,go tell friend sure want live smoke much spend hour beg come smoke,0
